roc_auc,std,params,model__booster,model__gamma,model__grow_policy,model__learning_rate,model__max_delta_step,model__max_depth,model__reg_alpha,model__reg_lambda,model__subsample
0.859876332167077,0.0036062420581797817,"{'model__booster': 'dart', 'model__gamma': 20.768839738345363, 'model__grow_policy': 'lossguide', 'model__learning_rate': 0.3, 'model__max_delta_step': 9.766330020708478, 'model__max_depth': 21, 'model__reg_alpha': 0.07493596960019744, 'model__reg_lambda': 16.370783696715677, 'model__subsample': 0.7}",dart,20.768839738345363,lossguide,0.3,9.766330020708478,21,0.07493596960019744,16.370783696715677,0.7
0.8597861870666442,0.004018001265077927,"{'model__booster': 'dart', 'model__gamma': 20.728369184644492, 'model__grow_policy': 'lossguide', 'model__learning_rate': 0.3, 'model__max_delta_step': 3.3192233415222576, 'model__max_depth': 13, 'model__reg_alpha': 16.77955873995741, 'model__reg_lambda': 36.08197385801974, 'model__subsample': 0.7}",dart,20.728369184644492,lossguide,0.3,3.3192233415222576,13,16.77955873995741,36.08197385801974,0.7
0.8597710469455899,0.0033299619687557113,"{'model__booster': 'dart', 'model__gamma': 10.64292935929455, 'model__grow_policy': 'depthwise', 'model__learning_rate': 0.3, 'model__max_delta_step': 1.5716001570259421, 'model__max_depth': 16, 'model__reg_alpha': 65.16054592098742, 'model__reg_lambda': 65.86793861116087, 'model__subsample': 0.6}",dart,10.64292935929455,depthwise,0.3,1.5716001570259421,16,65.16054592098742,65.86793861116087,0.6
0.8596544141601117,0.003560629186099543,"{'model__booster': 'dart', 'model__gamma': 11.105071305922692, 'model__grow_policy': 'depthwise', 'model__learning_rate': 0.3, 'model__max_delta_step': 2.099369302825212, 'model__max_depth': 16, 'model__reg_alpha': 94.44519001688835, 'model__reg_lambda': 64.10983955828566, 'model__subsample': 0.6}",dart,11.105071305922692,depthwise,0.3,2.099369302825212,16,94.44519001688835,64.10983955828566,0.6
0.8591065831980504,0.003487566963691884,"{'model__booster': 'gbtree', 'model__gamma': 14.140291580285655, 'model__grow_policy': 'depthwise', 'model__learning_rate': 0.2, 'model__max_delta_step': 1.8474159356762117, 'model__max_depth': 7, 'model__reg_alpha': 56.75759491132226, 'model__reg_lambda': 84.59082968510279, 'model__subsample': 0.8}",gbtree,14.140291580285655,depthwise,0.2,1.8474159356762117,7,56.75759491132226,84.59082968510279,0.8
0.8586972307708296,0.004063527977905835,"{'model__booster': 'dart', 'model__gamma': 27.738991506327814, 'model__grow_policy': 'lossguide', 'model__learning_rate': 0.2, 'model__max_delta_step': 9.205732784478151, 'model__max_depth': 12, 'model__reg_alpha': 15.760356809021557, 'model__reg_lambda': 23.488775069498097, 'model__subsample': 0.8}",dart,27.738991506327814,lossguide,0.2,9.205732784478151,12,15.760356809021557,23.488775069498097,0.8
0.8586601918256582,0.0031319338248910534,"{'model__booster': 'gbtree', 'model__gamma': 14.78982359162965, 'model__grow_policy': 'depthwise', 'model__learning_rate': 0.2, 'model__max_delta_step': 1.3849956988716592, 'model__max_depth': 23, 'model__reg_alpha': 61.67609892997521, 'model__reg_lambda': 75.50155438479605, 'model__subsample': 0.8}",gbtree,14.78982359162965,depthwise,0.2,1.3849956988716592,23,61.67609892997521,75.50155438479605,0.8
0.8586238260046268,0.0035815010088896585,"{'model__booster': 'gbtree', 'model__gamma': 16.849893461765564, 'model__grow_policy': 'depthwise', 'model__learning_rate': 0.2, 'model__max_delta_step': 1.2943228099858155, 'model__max_depth': 7, 'model__reg_alpha': 62.24426580736849, 'model__reg_lambda': 1.0218450504286172, 'model__subsample': 0.7}",gbtree,16.849893461765564,depthwise,0.2,1.2943228099858155,7,62.24426580736849,1.0218450504286172,0.7
0.8586002254600368,0.0038064181871484888,"{'model__booster': 'gbtree', 'model__gamma': 16.469962047091308, 'model__grow_policy': 'depthwise', 'model__learning_rate': 0.2, 'model__max_delta_step': 1.2875085184923458, 'model__max_depth': 23, 'model__reg_alpha': 60.87884182231785, 'model__reg_lambda': 76.4264787062887, 'model__subsample': 0.7}",gbtree,16.469962047091308,depthwise,0.2,1.2875085184923458,23,60.87884182231785,76.4264787062887,0.7
0.8584617274846211,0.0031904000219059583,"{'model__booster': 'dart', 'model__gamma': 16.07840260195175, 'model__grow_policy': 'depthwise', 'model__learning_rate': 0.3, 'model__max_delta_step': 1.084985747751121, 'model__max_depth': 20, 'model__reg_alpha': 57.441317549851384, 'model__reg_lambda': 78.39684956765883, 'model__subsample': 0.6}",dart,16.07840260195175,depthwise,0.3,1.084985747751121,20,57.441317549851384,78.39684956765883,0.6
